group,iid,pid,age,age,age_o,age_o,career,race,race,race_o,race_o,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,attractive_partner,sincere_partner,intelligence_partner,funny_partner,ambition_partner,shared_interests_partner,attractive_important,sincere_important,intelligence_important,funny_important,ambition_important,shared_interests_important,attractive,sincere,intelligence,funny,ambition,sports,sports,tvsports,tvsports,dining,dining,exercise,exercise,museums,museums,art,art,hiking,hiking,gaming,gaming,clubbing,clubbing,reading,reading,tv,tv,theater,theater,movies,movies,concerts,concerts,music,music,shopping,shopping,yoga,yoga,like,like
7,162,150,27.0,27.0,31.0,31.0,pharmaceuticals and biotechnology,4.0,asian/pacific islander/asian-american,2.0,european/caucasian-american,12.0,20.0,20.0,20.0,14.0,14.0,6.0,9.0,8.0,5.0,6.0,3.0,15.22,15.22,19.57,17.39,13.04,19.57,7.0,8.0,7.0,9.0,8.0,3.0,3.0,3.0,3.0,8.0,8.0,3.0,3.0,7.0,7.0,7.0,7.0,6.0,6.0,2.0,2.0,8.0,8.0,5.0,5.0,4.0,4.0,3.0,3.0,9.0,9.0,10.0,10.0,10.0,10.0,7.0,7.0,3.0,3.0,5.0,5.0
7,162,151,27.0,27.0,28.0,28.0,pharmaceuticals and biotechnology,4.0,asian/pacific islander/asian-american,2.0,european/caucasian-american,14.55,16.36,18.18,18.18,16.36,16.36,8.0,7.0,7.0,7.0,6.0,9.0,15.22,15.22,19.57,17.39,13.04,19.57,7.0,8.0,7.0,9.0,8.0,3.0,3.0,3.0,3.0,8.0,8.0,3.0,3.0,7.0,7.0,7.0,7.0,6.0,6.0,2.0,2.0,8.0,8.0,5.0,5.0,4.0,4.0,3.0,3.0,9.0,9.0,10.0,10.0,10.0,10.0,7.0,7.0,3.0,3.0,9.0,9.0
7,162,153,27.0,27.0,28.0,28.0,pharmaceuticals and biotechnology,4.0,asian/pacific islander/asian-american,4.0,asian/pacific islander/asian-american,9.76,19.51,19.51,14.63,19.51,17.07,5.0,7.0,6.0,3.0,7.0,3.0,15.22,15.22,19.57,17.39,13.04,19.57,7.0,8.0,7.0,9.0,8.0,3.0,3.0,3.0,3.0,8.0,8.0,3.0,3.0,7.0,7.0,7.0,7.0,6.0,6.0,2.0,2.0,8.0,8.0,5.0,5.0,4.0,4.0,3.0,3.0,9.0,9.0,10.0,10.0,10.0,10.0,7.0,7.0,3.0,3.0,4.0,4.0
7,162,154,27.0,27.0,27.0,27.0,pharmaceuticals and biotechnology,4.0,asian/pacific islander/asian-american,2.0,european/caucasian-american,15.38,17.31,17.31,17.31,17.31,15.38,7.0,6.0,7.0,6.0,7.0,3.0,15.22,15.22,19.57,17.39,13.04,19.57,7.0,8.0,7.0,9.0,8.0,3.0,3.0,3.0,3.0,8.0,8.0,3.0,3.0,7.0,7.0,7.0,7.0,6.0,6.0,2.0,2.0,8.0,8.0,5.0,5.0,4.0,4.0,3.0,3.0,9.0,9.0,10.0,10.0,10.0,10.0,7.0,7.0,3.0,3.0,4.0,4.0
7,162,155,27.0,27.0,27.0,27.0,pharmaceuticals and biotechnology,4.0,asian/pacific islander/asian-american,2.0,european/caucasian-american,15.09,18.87,18.87,16.98,16.98,13.21,6.0,5.0,3.0,4.0,7.0,3.0,15.22,15.22,19.57,17.39,13.04,19.57,7.0,8.0,7.0,9.0,8.0,3.0,3.0,3.0,3.0,8.0,8.0,3.0,3.0,7.0,7.0,7.0,7.0,6.0,6.0,2.0,2.0,8.0,8.0,5.0,5.0,4.0,4.0,3.0,3.0,9.0,9.0,10.0,10.0,10.0,10.0,7.0,7.0,3.0,3.0,4.0,4.0
7,162,156,27.0,27.0,30.0,30.0,pharmaceuticals and biotechnology,4.0,asian/pacific islander/asian-american,1.0,black/african american,14.0,18.0,16.0,18.0,18.0,16.0,5.0,7.0,7.0,5.0,9.0,6.0,15.22,15.22,19.57,17.39,13.04,19.57,7.0,8.0,7.0,9.0,8.0,3.0,3.0,3.0,3.0,8.0,8.0,3.0,3.0,7.0,7.0,7.0,7.0,6.0,6.0,2.0,2.0,8.0,8.0,5.0,5.0,4.0,4.0,3.0,3.0,9.0,9.0,10.0,10.0,10.0,10.0,7.0,7.0,3.0,3.0,6.0,6.0
7,162,157,27.0,27.0,28.0,28.0,pharmaceuticals and biotechnology,4.0,asian/pacific islander/asian-american,4.0,asian/pacific islander/asian-american,14.29,16.33,16.33,18.37,18.37,16.33,5.0,5.0,6.0,6.0,7.0,3.0,15.22,15.22,19.57,17.39,13.04,19.57,7.0,8.0,7.0,9.0,8.0,3.0,3.0,3.0,3.0,8.0,8.0,3.0,3.0,7.0,7.0,7.0,7.0,6.0,6.0,2.0,2.0,8.0,8.0,5.0,5.0,4.0,4.0,3.0,3.0,9.0,9.0,10.0,10.0,10.0,10.0,7.0,7.0,3.0,3.0,5.0,5.0
7,163,142,26.0,26.0,24.0,24.0,college art teacher,2.0,european/caucasian-american,2.0,european/caucasian-american,14.29,14.29,21.43,21.43,19.05,9.52,7.0,7.0,7.0,5.0,6.0,5.0,12.0,20.0,20.0,20.0,16.0,12.0,7.0,8.0,8.0,9.0,7.0,6.0,6.0,2.0,2.0,4.0,4.0,2.0,2.0,8.0,8.0,8.0,8.0,4.0,4.0,1.0,1.0,1.0,1.0,8.0,8.0,1.0,1.0,6.0,6.0,6.0,6.0,4.0,4.0,6.0,6.0,2.0,2.0,1.0,1.0,6.0,6.0
7,163,143,26.0,26.0,33.0,33.0,college art teacher,2.0,european/caucasian-american,2.0,european/caucasian-american,8.33,20.83,20.83,14.58,16.67,18.75,5.0,8.0,7.0,6.0,6.0,4.0,12.0,20.0,20.0,20.0,16.0,12.0,7.0,8.0,8.0,9.0,7.0,6.0,6.0,2.0,2.0,4.0,4.0,2.0,2.0,8.0,8.0,8.0,8.0,4.0,4.0,1.0,1.0,1.0,1.0,8.0,8.0,1.0,1.0,6.0,6.0,6.0,6.0,4.0,4.0,6.0,6.0,2.0,2.0,1.0,1.0,5.0,5.0
7,163,145,26.0,26.0,24.0,24.0,college art teacher,2.0,european/caucasian-american,2.0,european/caucasian-american,11.36,18.18,22.73,18.18,11.36,18.18,6.0,7.0,6.0,8.0,5.0,3.0,12.0,20.0,20.0,20.0,16.0,12.0,7.0,8.0,8.0,9.0,7.0,6.0,6.0,2.0,2.0,4.0,4.0,2.0,2.0,8.0,8.0,8.0,8.0,4.0,4.0,1.0,1.0,1.0,1.0,8.0,8.0,1.0,1.0,6.0,6.0,6.0,6.0,4.0,4.0,6.0,6.0,2.0,2.0,1.0,1.0,5.0,5.0
7,163,147,26.0,26.0,26.0,26.0,college art teacher,2.0,european/caucasian-american,4.0,asian/pacific islander/asian-american,18.0,18.0,20.0,18.0,16.0,10.0,7.0,9.0,7.0,8.0,7.0,8.0,12.0,20.0,20.0,20.0,16.0,12.0,7.0,8.0,8.0,9.0,7.0,6.0,6.0,2.0,2.0,4.0,4.0,2.0,2.0,8.0,8.0,8.0,8.0,4.0,4.0,1.0,1.0,1.0,1.0,8.0,8.0,1.0,1.0,6.0,6.0,6.0,6.0,4.0,4.0,6.0,6.0,2.0,2.0,1.0,1.0,6.0,6.0
7,163,148,26.0,26.0,27.0,27.0,college art teacher,2.0,european/caucasian-american,4.0,asian/pacific islander/asian-american,15.09,16.98,16.98,18.87,18.87,13.21,8.0,8.0,8.0,7.0,6.0,5.0,12.0,20.0,20.0,20.0,16.0,12.0,7.0,8.0,8.0,9.0,7.0,6.0,6.0,2.0,2.0,4.0,4.0,2.0,2.0,8.0,8.0,8.0,8.0,4.0,4.0,1.0,1.0,1.0,1.0,8.0,8.0,1.0,1.0,6.0,6.0,6.0,6.0,4.0,4.0,6.0,6.0,2.0,2.0,1.0,1.0,7.0,7.0
7,163,149,26.0,26.0,28.0,28.0,college art teacher,2.0,european/caucasian-american,2.0,european/caucasian-american,8.51,19.15,19.15,19.15,19.15,14.89,8.0,8.0,8.0,7.0,7.0,6.0,12.0,20.0,20.0,20.0,16.0,12.0,7.0,8.0,8.0,9.0,7.0,6.0,6.0,2.0,2.0,4.0,4.0,2.0,2.0,8.0,8.0,8.0,8.0,4.0,4.0,1.0,1.0,1.0,1.0,8.0,8.0,1.0,1.0,6.0,6.0,6.0,6.0,4.0,4.0,6.0,6.0,2.0,2.0,1.0,1.0,8.0,8.0
7,163,150,26.0,26.0,31.0,31.0,college art teacher,2.0,european/caucasian-american,2.0,european/caucasian-american,12.0,20.0,20.0,20.0,14.0,14.0,9.0,9.0,9.0,8.0,8.0,5.0,12.0,20.0,20.0,20.0,16.0,12.0,7.0,8.0,8.0,9.0,7.0,6.0,6.0,2.0,2.0,4.0,4.0,2.0,2.0,8.0,8.0,8.0,8.0,4.0,4.0,1.0,1.0,1.0,1.0,8.0,8.0,1.0,1.0,6.0,6.0,6.0,6.0,4.0,4.0,6.0,6.0,2.0,2.0,1.0,1.0,8.0,8.0
7,163,151,26.0,26.0,28.0,28.0,college art teacher,2.0,european/caucasian-american,2.0,european/caucasian-american,14.55,16.36,18.18,18.18,16.36,16.36,8.0,9.0,8.0,7.0,6.0,5.0,12.0,20.0,20.0,20.0,16.0,12.0,7.0,8.0,8.0,9.0,7.0,6.0,6.0,2.0,2.0,4.0,4.0,2.0,2.0,8.0,8.0,8.0,8.0,4.0,4.0,1.0,1.0,1.0,1.0,8.0,8.0,1.0,1.0,6.0,6.0,6.0,6.0,4.0,4.0,6.0,6.0,2.0,2.0,1.0,1.0,8.0,8.0
7,163,153,26.0,26.0,28.0,28.0,college art teacher,2.0,european/caucasian-american,4.0,asian/pacific islander/asian-american,9.76,19.51,19.51,14.63,19.51,17.07,8.0,10.0,8.0,8.0,8.0,6.0,12.0,20.0,20.0,20.0,16.0,12.0,7.0,8.0,8.0,9.0,7.0,6.0,6.0,2.0,2.0,4.0,4.0,2.0,2.0,8.0,8.0,8.0,8.0,4.0,4.0,1.0,1.0,1.0,1.0,8.0,8.0,1.0,1.0,6.0,6.0,6.0,6.0,4.0,4.0,6.0,6.0,2.0,2.0,1.0,1.0,8.0,8.0
7,163,154,26.0,26.0,27.0,27.0,college art teacher,2.0,european/caucasian-american,2.0,european/caucasian-american,15.38,17.31,17.31,17.31,17.31,15.38,8.0,10.0,8.0,8.0,7.0,5.0,12.0,20.0,20.0,20.0,16.0,12.0,7.0,8.0,8.0,9.0,7.0,6.0,6.0,2.0,2.0,4.0,4.0,2.0,2.0,8.0,8.0,8.0,8.0,4.0,4.0,1.0,1.0,1.0,1.0,8.0,8.0,1.0,1.0,6.0,6.0,6.0,6.0,4.0,4.0,6.0,6.0,2.0,2.0,1.0,1.0,7.0,7.0
7,163,155,26.0,26.0,27.0,27.0,college art teacher,2.0,european/caucasian-american,2.0,european/caucasian-american,15.09,18.87,18.87,16.98,16.98,13.21,8.0,6.0,6.0,6.0,6.0,7.0,12.0,20.0,20.0,20.0,16.0,12.0,7.0,8.0,8.0,9.0,7.0,6.0,6.0,2.0,2.0,4.0,4.0,2.0,2.0,8.0,8.0,8.0,8.0,4.0,4.0,1.0,1.0,1.0,1.0,8.0,8.0,1.0,1.0,6.0,6.0,6.0,6.0,4.0,4.0,6.0,6.0,2.0,2.0,1.0,1.0,7.0,7.0
7,163,156,26.0,26.0,30.0,30.0,college art teacher,2.0,european/caucasian-american,1.0,black/african american,14.0,18.0,16.0,18.0,18.0,16.0,8.0,9.0,9.0,8.0,8.0,8.0,12.0,20.0,20.0,20.0,16.0,12.0,7.0,8.0,8.0,9.0,7.0,6.0,6.0,2.0,2.0,4.0,4.0,2.0,2.0,8.0,8.0,8.0,8.0,4.0,4.0,1.0,1.0,1.0,1.0,8.0,8.0,1.0,1.0,6.0,6.0,6.0,6.0,4.0,4.0,6.0,6.0,2.0,2.0,1.0,1.0,8.0,8.0
7,163,157,26.0,26.0,28.0,28.0,college art teacher,2.0,european/caucasian-american,4.0,asian/pacific islander/asian-american,14.29,16.33,16.33,18.37,18.37,16.33,7.0,6.0,6.0,6.0,7.0,4.0,12.0,20.0,20.0,20.0,16.0,12.0,7.0,8.0,8.0,9.0,7.0,6.0,6.0,2.0,2.0,4.0,4.0,2.0,2.0,8.0,8.0,8.0,8.0,4.0,4.0,1.0,1.0,1.0,1.0,8.0,8.0,1.0,1.0,6.0,6.0,6.0,6.0,4.0,4.0,6.0,6.0,2.0,2.0,1.0,1.0,5.0,5.0
7,165,142,30.0,30.0,24.0,24.0,Writer,2.0,european/caucasian-american,2.0,european/caucasian-american,14.29,14.29,21.43,21.43,19.05,9.52,8.0,8.0,9.0,7.0,8.0,6.0,16.67,12.5,20.83,18.75,12.5,18.75,8.0,6.0,7.0,9.0,2.0,3.0,3.0,1.0,1.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,2.0,2.0,1.0,1.0,1.0,1.0,10.0,10.0,8.0,8.0,8.0,8.0,8.0,8.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,6.0,6.0
7,165,143,30.0,30.0,33.0,33.0,Writer,2.0,european/caucasian-american,2.0,european/caucasian-american,8.33,20.83,20.83,14.58,16.67,18.75,6.0,9.0,9.0,6.0,8.0,4.0,16.67,12.5,20.83,18.75,12.5,18.75,8.0,6.0,7.0,9.0,2.0,3.0,3.0,1.0,1.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,2.0,2.0,1.0,1.0,1.0,1.0,10.0,10.0,8.0,8.0,8.0,8.0,8.0,8.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,6.0,6.0
7,165,145,30.0,30.0,24.0,24.0,Writer,2.0,european/caucasian-american,2.0,european/caucasian-american,11.36,18.18,22.73,18.18,11.36,18.18,6.0,8.0,9.0,6.0,8.0,5.0,16.67,12.5,20.83,18.75,12.5,18.75,8.0,6.0,7.0,9.0,2.0,3.0,3.0,1.0,1.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,2.0,2.0,1.0,1.0,1.0,1.0,10.0,10.0,8.0,8.0,8.0,8.0,8.0,8.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,6.0,6.0
7,165,147,30.0,30.0,26.0,26.0,Writer,2.0,european/caucasian-american,4.0,asian/pacific islander/asian-american,18.0,18.0,20.0,18.0,16.0,10.0,7.0,8.0,8.0,10.0,8.0,5.0,16.67,12.5,20.83,18.75,12.5,18.75,8.0,6.0,7.0,9.0,2.0,3.0,3.0,1.0,1.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,2.0,2.0,1.0,1.0,1.0,1.0,10.0,10.0,8.0,8.0,8.0,8.0,8.0,8.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,8.0,8.0
7,165,148,30.0,30.0,27.0,27.0,Writer,2.0,european/caucasian-american,4.0,asian/pacific islander/asian-american,15.09,16.98,16.98,18.87,18.87,13.21,8.0,8.0,9.0,6.0,9.0,5.0,16.67,12.5,20.83,18.75,12.5,18.75,8.0,6.0,7.0,9.0,2.0,3.0,3.0,1.0,1.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,2.0,2.0,1.0,1.0,1.0,1.0,10.0,10.0,8.0,8.0,8.0,8.0,8.0,8.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,8.0,8.0
7,165,149,30.0,30.0,28.0,28.0,Writer,2.0,european/caucasian-american,2.0,european/caucasian-american,8.51,19.15,19.15,19.15,19.15,14.89,9.0,7.0,9.0,7.0,6.0,5.0,16.67,12.5,20.83,18.75,12.5,18.75,8.0,6.0,7.0,9.0,2.0,3.0,3.0,1.0,1.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,2.0,2.0,1.0,1.0,1.0,1.0,10.0,10.0,8.0,8.0,8.0,8.0,8.0,8.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,7.0,7.0
7,165,150,30.0,30.0,31.0,31.0,Writer,2.0,european/caucasian-american,2.0,european/caucasian-american,12.0,20.0,20.0,20.0,14.0,14.0,8.0,10.0,9.0,8.0,8.0,7.0,16.67,12.5,20.83,18.75,12.5,18.75,8.0,6.0,7.0,9.0,2.0,3.0,3.0,1.0,1.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,2.0,2.0,1.0,1.0,1.0,1.0,10.0,10.0,8.0,8.0,8.0,8.0,8.0,8.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,8.0,8.0
7,165,151,30.0,30.0,28.0,28.0,Writer,2.0,european/caucasian-american,2.0,european/caucasian-american,14.55,16.36,18.18,18.18,16.36,16.36,10.0,9.0,8.0,10.0,7.0,3.0,16.67,12.5,20.83,18.75,12.5,18.75,8.0,6.0,7.0,9.0,2.0,3.0,3.0,1.0,1.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,2.0,2.0,1.0,1.0,1.0,1.0,10.0,10.0,8.0,8.0,8.0,8.0,8.0,8.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,6.0,6.0
7,165,153,30.0,30.0,28.0,28.0,Writer,2.0,european/caucasian-american,4.0,asian/pacific islander/asian-american,9.76,19.51,19.51,14.63,19.51,17.07,7.0,8.0,8.0,6.0,7.0,5.0,16.67,12.5,20.83,18.75,12.5,18.75,8.0,6.0,7.0,9.0,2.0,3.0,3.0,1.0,1.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,2.0,2.0,1.0,1.0,1.0,1.0,10.0,10.0,8.0,8.0,8.0,8.0,8.0,8.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,5.0,5.0
7,165,154,30.0,30.0,27.0,27.0,Writer,2.0,european/caucasian-american,2.0,european/caucasian-american,15.38,17.31,17.31,17.31,17.31,15.38,10.0,8.0,8.0,8.0,10.0,3.0,16.67,12.5,20.83,18.75,12.5,18.75,8.0,6.0,7.0,9.0,2.0,3.0,3.0,1.0,1.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,2.0,2.0,1.0,1.0,1.0,1.0,10.0,10.0,8.0,8.0,8.0,8.0,8.0,8.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,5.0,5.0
7,165,155,30.0,30.0,27.0,27.0,Writer,2.0,european/caucasian-american,2.0,european/caucasian-american,15.09,18.87,18.87,16.98,16.98,13.21,9.0,9.0,8.0,6.0,5.0,5.0,16.67,12.5,20.83,18.75,12.5,18.75,8.0,6.0,7.0,9.0,2.0,3.0,3.0,1.0,1.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,2.0,2.0,1.0,1.0,1.0,1.0,10.0,10.0,8.0,8.0,8.0,8.0,8.0,8.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,6.0,6.0
7,165,156,30.0,30.0,30.0,30.0,Writer,2.0,european/caucasian-american,1.0,black/african american,14.0,18.0,16.0,18.0,18.0,16.0,7.0,8.0,7.0,7.0,8.0,6.0,16.67,12.5,20.83,18.75,12.5,18.75,8.0,6.0,7.0,9.0,2.0,3.0,3.0,1.0,1.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,2.0,2.0,1.0,1.0,1.0,1.0,10.0,10.0,8.0,8.0,8.0,8.0,8.0,8.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,6.0,6.0
7,165,157,30.0,30.0,28.0,28.0,Writer,2.0,european/caucasian-american,4.0,asian/pacific islander/asian-american,14.29,16.33,16.33,18.37,18.37,16.33,9.0,7.0,8.0,6.0,8.0,5.0,16.67,12.5,20.83,18.75,12.5,18.75,8.0,6.0,7.0,9.0,2.0,3.0,3.0,1.0,1.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,2.0,2.0,1.0,1.0,1.0,1.0,10.0,10.0,8.0,8.0,8.0,8.0,8.0,8.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,7.0,7.0
7,166,142,26.0,26.0,24.0,24.0,Finance,6.0,other,2.0,european/caucasian-american,14.29,14.29,21.43,21.43,19.05,9.52,4.0,4.0,8.0,4.0,,,27.78,19.44,19.44,27.78,2.78,2.78,7.0,7.0,7.0,7.0,7.0,5.0,5.0,5.0,5.0,4.0,4.0,9.0,9.0,4.0,4.0,2.0,2.0,5.0,5.0,1.0,1.0,3.0,3.0,9.0,9.0,1.0,1.0,5.0,5.0,8.0,8.0,7.0,7.0,10.0,10.0,1.0,1.0,7.0,7.0,5.0,5.0
7,166,143,26.0,26.0,33.0,33.0,Finance,6.0,other,2.0,european/caucasian-american,8.33,20.83,20.83,14.58,16.67,18.75,3.0,7.0,7.0,5.0,,,27.78,19.44,19.44,27.78,2.78,2.78,7.0,7.0,7.0,7.0,7.0,5.0,5.0,5.0,5.0,4.0,4.0,9.0,9.0,4.0,4.0,2.0,2.0,5.0,5.0,1.0,1.0,3.0,3.0,9.0,9.0,1.0,1.0,5.0,5.0,8.0,8.0,7.0,7.0,10.0,10.0,1.0,1.0,7.0,7.0,5.0,5.0
7,166,145,26.0,26.0,24.0,24.0,Finance,6.0,other,2.0,european/caucasian-american,11.36,18.18,22.73,18.18,11.36,18.18,5.0,7.0,7.0,6.0,,,27.78,19.44,19.44,27.78,2.78,2.78,7.0,7.0,7.0,7.0,7.0,5.0,5.0,5.0,5.0,4.0,4.0,9.0,9.0,4.0,4.0,2.0,2.0,5.0,5.0,1.0,1.0,3.0,3.0,9.0,9.0,1.0,1.0,5.0,5.0,8.0,8.0,7.0,7.0,10.0,10.0,1.0,1.0,7.0,7.0,5.0,5.0
7,166,147,26.0,26.0,26.0,26.0,Finance,6.0,other,4.0,asian/pacific islander/asian-american,18.0,18.0,20.0,18.0,16.0,10.0,8.0,8.0,8.0,9.0,,,27.78,19.44,19.44,27.78,2.78,2.78,7.0,7.0,7.0,7.0,7.0,5.0,5.0,5.0,5.0,4.0,4.0,9.0,9.0,4.0,4.0,2.0,2.0,5.0,5.0,1.0,1.0,3.0,3.0,9.0,9.0,1.0,1.0,5.0,5.0,8.0,8.0,7.0,7.0,10.0,10.0,1.0,1.0,7.0,7.0,8.0,8.0
7,166,148,26.0,26.0,27.0,27.0,Finance,6.0,other,4.0,asian/pacific islander/asian-american,15.09,16.98,16.98,18.87,18.87,13.21,8.0,8.0,8.0,8.0,8.0,,27.78,19.44,19.44,27.78,2.78,2.78,7.0,7.0,7.0,7.0,7.0,5.0,5.0,5.0,5.0,4.0,4.0,9.0,9.0,4.0,4.0,2.0,2.0,5.0,5.0,1.0,1.0,3.0,3.0,9.0,9.0,1.0,1.0,5.0,5.0,8.0,8.0,7.0,7.0,10.0,10.0,1.0,1.0,7.0,7.0,8.0,8.0
7,166,149,26.0,26.0,28.0,28.0,Finance,6.0,other,2.0,european/caucasian-american,8.51,19.15,19.15,19.15,19.15,14.89,7.0,7.0,7.0,7.0,,,27.78,19.44,19.44,27.78,2.78,2.78,7.0,7.0,7.0,7.0,7.0,5.0,5.0,5.0,5.0,4.0,4.0,9.0,9.0,4.0,4.0,2.0,2.0,5.0,5.0,1.0,1.0,3.0,3.0,9.0,9.0,1.0,1.0,5.0,5.0,8.0,8.0,7.0,7.0,10.0,10.0,1.0,1.0,7.0,7.0,7.0,7.0
7,166,150,26.0,26.0,31.0,31.0,Finance,6.0,other,2.0,european/caucasian-american,12.0,20.0,20.0,20.0,14.0,14.0,5.0,7.0,9.0,8.0,9.0,,27.78,19.44,19.44,27.78,2.78,2.78,7.0,7.0,7.0,7.0,7.0,5.0,5.0,5.0,5.0,4.0,4.0,9.0,9.0,4.0,4.0,2.0,2.0,5.0,5.0,1.0,1.0,3.0,3.0,9.0,9.0,1.0,1.0,5.0,5.0,8.0,8.0,7.0,7.0,10.0,10.0,1.0,1.0,7.0,7.0,7.0,7.0
7,166,151,26.0,26.0,28.0,28.0,Finance,6.0,other,2.0,european/caucasian-american,14.55,16.36,18.18,18.18,16.36,16.36,8.0,8.0,8.0,8.0,,,27.78,19.44,19.44,27.78,2.78,2.78,7.0,7.0,7.0,7.0,7.0,5.0,5.0,5.0,5.0,4.0,4.0,9.0,9.0,4.0,4.0,2.0,2.0,5.0,5.0,1.0,1.0,3.0,3.0,9.0,9.0,1.0,1.0,5.0,5.0,8.0,8.0,7.0,7.0,10.0,10.0,1.0,1.0,7.0,7.0,,
7,166,153,26.0,26.0,28.0,28.0,Finance,6.0,other,4.0,asian/pacific islander/asian-american,9.76,19.51,19.51,14.63,19.51,17.07,6.0,7.0,7.0,4.0,,,27.78,19.44,19.44,27.78,2.78,2.78,7.0,7.0,7.0,7.0,7.0,5.0,5.0,5.0,5.0,4.0,4.0,9.0,9.0,4.0,4.0,2.0,2.0,5.0,5.0,1.0,1.0,3.0,3.0,9.0,9.0,1.0,1.0,5.0,5.0,8.0,8.0,7.0,7.0,10.0,10.0,1.0,1.0,7.0,7.0,5.0,5.0
7,166,154,26.0,26.0,27.0,27.0,Finance,6.0,other,2.0,european/caucasian-american,15.38,17.31,17.31,17.31,17.31,15.38,7.0,7.0,7.0,7.0,,,27.78,19.44,19.44,27.78,2.78,2.78,7.0,7.0,7.0,7.0,7.0,5.0,5.0,5.0,5.0,4.0,4.0,9.0,9.0,4.0,4.0,2.0,2.0,5.0,5.0,1.0,1.0,3.0,3.0,9.0,9.0,1.0,1.0,5.0,5.0,8.0,8.0,7.0,7.0,10.0,10.0,1.0,1.0,7.0,7.0,7.0,7.0
7,166,155,26.0,26.0,27.0,27.0,Finance,6.0,other,2.0,european/caucasian-american,15.09,18.87,18.87,16.98,16.98,13.21,7.0,7.0,7.0,7.0,,,27.78,19.44,19.44,27.78,2.78,2.78,7.0,7.0,7.0,7.0,7.0,5.0,5.0,5.0,5.0,4.0,4.0,9.0,9.0,4.0,4.0,2.0,2.0,5.0,5.0,1.0,1.0,3.0,3.0,9.0,9.0,1.0,1.0,5.0,5.0,8.0,8.0,7.0,7.0,10.0,10.0,1.0,1.0,7.0,7.0,7.0,7.0
7,166,156,26.0,26.0,30.0,30.0,Finance,6.0,other,1.0,black/african american,14.0,18.0,16.0,18.0,18.0,16.0,7.0,7.0,7.0,7.0,,,27.78,19.44,19.44,27.78,2.78,2.78,7.0,7.0,7.0,7.0,7.0,5.0,5.0,5.0,5.0,4.0,4.0,9.0,9.0,4.0,4.0,2.0,2.0,5.0,5.0,1.0,1.0,3.0,3.0,9.0,9.0,1.0,1.0,5.0,5.0,8.0,8.0,7.0,7.0,10.0,10.0,1.0,1.0,7.0,7.0,7.0,7.0
7,166,157,26.0,26.0,28.0,28.0,Finance,6.0,other,4.0,asian/pacific islander/asian-american,14.29,16.33,16.33,18.37,18.37,16.33,8.0,8.0,8.0,8.0,,,27.78,19.44,19.44,27.78,2.78,2.78,7.0,7.0,7.0,7.0,7.0,5.0,5.0,5.0,5.0,4.0,4.0,9.0,9.0,4.0,4.0,2.0,2.0,5.0,5.0,1.0,1.0,3.0,3.0,9.0,9.0,1.0,1.0,5.0,5.0,8.0,8.0,7.0,7.0,10.0,10.0,1.0,1.0,7.0,7.0,8.0,8.0
7,167,142,23.0,23.0,24.0,24.0,professor,2.0,european/caucasian-american,2.0,european/caucasian-american,14.29,14.29,21.43,21.43,19.05,9.52,7.0,6.0,7.0,6.0,4.0,4.0,18.6,13.95,18.6,16.28,16.28,16.28,6.0,7.0,7.0,7.0,5.0,9.0,9.0,9.0,9.0,6.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,2.0,2.0,5.0,5.0,6.0,6.0,5.0,5.0,6.0,6.0,8.0,8.0,6.0,6.0,7.0,7.0,3.0,3.0,2.0,2.0,6.0,6.0
